id,sequence,response_type,choices,response,task,event,codeBedingung,codeTrialtype,codeTrialno,codePrämisse,codeLOROGL,condition_code 1 Neutral 2 Räumlich 3 Visuell,trial type_1 Con_2Incon,prämissen_1 gl./ungl._2 ungl./gl.,fact_type_1 absteigend_2 aufsteigend,mögliche Antwort,corr_err,korrektes Modell_1 Ja_0 Nein,konsistenzbewertung_1 Ja_0 Nein,korrekte Konsistenzbewertung_0 Nein_1 Ja,0 korrekt konsistent_1 korrekt inkonsistent_2 falsch konsistent_3 falsch inkonsistent,revidiertes Modell_0 nicht revidiert_1 Glaubwürdig_2 Unglaubwürdig_3 falsch revidiert-gespiegeltes falsches Modell_4 falsch revidiert-richtiges Modell,revidiertes Modell_0 nicht revidiert_1 LO verschoben_2 RO verschoben_falsch revidiert gespiegeltes Modell_4falsch revidiert richtiges Modell,revidiertes Modell_0 LO=Glaubwürdig_1 LO=Unglaubwürdig_2 RO=Glaubwürdig_3 RO=Unglaubwürdig,domain,task_enc
13,1,single-choice,BAC|CAB,BAC,Right;A;B/Left;A;C,138_V_Con_ug_aufab_modle_factauf_revle_model,_V,_C,el,_ug_,tauf_revle_model,3,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,138_V_Con_ug_aufab_modle_factauf_revle_task
13,2,verify,Right;C;B,True,BAC,138_V_Con_ug_aufab_modle_factauf_revle_fact,_V,_C,ct,_ug_,ctauf_revle_fact,3,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,138_V_Con_ug_aufab_modle_factauf_revle_task
13,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_model,_R,_I,el,on_g,evgle_lori_model,2,2,,,right,C,1,0,1,1,1,2,3,spatial-relational,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_task
13,2,verify,Right;B;C,False,BAC,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_fact,_R,_I,ct,on_g,revgle_lori_fact,2,2,,,right,C,1,0,1,1,1,2,3,spatial-relational,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_task
13,3,single-choice,CBA|ACB,CBA,BAC/Right;B;C,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_revmodel,_R,_I,el,on_g,le_lori_revmodel,2,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_task
13,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,17_N_Con_gu_aufauf_modle_factab_revle_model,N_,Co,el,gu_a,ctab_revle_model,1,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,17_N_Con_gu_aufauf_modle_factab_revle_task
13,2,verify,Left;B;C,True,BAC,17_N_Con_gu_aufauf_modle_factab_revle_fact,N_,Co,ct,gu_a,actab_revle_fact,1,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,17_N_Con_gu_aufauf_modle_factab_revle_task
13,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,67_R_Con_gu_abauf_modle_factauf_revri_model,R_,Co,el,gu_a,tauf_revri_model,2,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,67_R_Con_gu_abauf_modle_factauf_revri_task
13,2,verify,Right;C;A,True,ABC,67_R_Con_gu_abauf_modle_factauf_revri_fact,R_,Co,ct,gu_a,ctauf_revri_fact,2,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,67_R_Con_gu_abauf_modle_factauf_revri_task
13,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,189_V_Incon_ug_aufauf_modri_factauf_revgle_lole_model,_V,_I,el,on_u,evgle_lole_model,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,189_V_Incon_ug_aufauf_modri_factauf_revgle_lole_task
13,2,verify,Right;B;C,False,BAC,189_V_Incon_ug_aufauf_modri_factauf_revgle_lole_fact,_V,_I,ct,on_u,revgle_lole_fact,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,189_V_Incon_ug_aufauf_modri_factauf_revgle_lole_task
13,3,single-choice,ACB|CBA,ACB,BAC/Right;B;C,189_V_Incon_ug_aufauf_modri_factauf_revgle_lole_revmodel,_V,_I,el,on_u,le_lole_revmodel,3,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,189_V_Incon_ug_aufauf_modri_factauf_revgle_lole_task
13,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,115_R_Incon_gu_abauf_modle_factab_revgle_lole_model,_R,_I,el,on_g,evgle_lole_model,2,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,115_R_Incon_gu_abauf_modle_factab_revgle_lole_task
13,2,verify,Left;C;A,False,ABC,115_R_Incon_gu_abauf_modle_factab_revgle_lole_fact,_R,_I,ct,on_g,revgle_lole_fact,2,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,115_R_Incon_gu_abauf_modle_factab_revgle_lole_task
13,3,single-choice,CAB|BCA,CAB,ABC/Left;C;A,115_R_Incon_gu_abauf_modle_factab_revgle_lole_revmodel,_R,_I,el,on_g,le_lole_revmodel,2,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,115_R_Incon_gu_abauf_modle_factab_revgle_lole_task
13,1,single-choice,ABC|CBA,ABC,Left;A;B/Left;B;C,124_R_Incon_ug_abab_modle_factab_revgle_lori_model,_R,_I,el,on_u,evgle_lori_model,2,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,124_R_Incon_ug_abab_modle_factab_revgle_lori_task
13,2,verify,Left;C;A,False,ABC,124_R_Incon_ug_abab_modle_factab_revgle_lori_fact,_R,_I,ct,on_u,revgle_lori_fact,2,2,,,right,C,1,0,1,1,1,2,3,spatial-relational,124_R_Incon_ug_abab_modle_factab_revgle_lori_task
13,3,single-choice,BCA|CAB,BCA,ABC/Left;C;A,124_R_Incon_ug_abab_modle_factab_revgle_lori_revmodel,_R,_I,el,on_u,le_lori_revmodel,2,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,124_R_Incon_ug_abab_modle_factab_revgle_lori_task
13,1,single-choice,ABC|CBA,CBA,Left;A;B/Right;C;B,51_N_Incon_gu_abauf_modle_factab_revgle_lole_model,N_,In,el,n_gu,evgle_lole_model,1,2,,,left,E,0,1,0,2,0,0,0,spatial-relational,51_N_Incon_gu_abauf_modle_factab_revgle_lole_task
13,2,verify,Left;C;A,True,ABC,51_N_Incon_gu_abauf_modle_factab_revgle_lole_fact,N_,In,ct,n_gu,revgle_lole_fact,1,2,,,right,E,0,1,0,2,0,0,0,spatial-relational,51_N_Incon_gu_abauf_modle_factab_revgle_lole_task
13,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,59_N_Incon_ug_abauf_modle_factab_revgle_lori_model,N_,In,el,n_ug,evgle_lori_model,1,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,59_N_Incon_ug_abauf_modle_factab_revgle_lori_task
13,2,verify,Left;C;A,False,ABC,59_N_Incon_ug_abauf_modle_factab_revgle_lori_fact,N_,In,ct,n_ug,revgle_lori_fact,1,2,,,right,C,1,0,1,1,1,2,3,spatial-relational,59_N_Incon_ug_abauf_modle_factab_revgle_lori_task
13,3,single-choice,BCA|CAB,BCA,ABC/Left;C;A,59_N_Incon_ug_abauf_modle_factab_revgle_lori_revmodel,N_,In,el,n_ug,le_lori_revmodel,1,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,59_N_Incon_ug_abauf_modle_factab_revgle_lori_task
13,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,168_V_Incon_gu_abab_modri_factab_revgri_lori_model,_V,_I,el,on_g,evgri_lori_model,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,168_V_Incon_gu_abab_modri_factab_revgri_lori_task
13,2,verify,Left;C;A,False,ABC,168_V_Incon_gu_abab_modri_factab_revgri_lori_fact,_V,_I,ct,on_g,revgri_lori_fact,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,168_V_Incon_gu_abab_modri_factab_revgri_lori_task
13,3,single-choice,BCA|CAB,CAB,ABC/Left;C;A,168_V_Incon_gu_abab_modri_factab_revgri_lori_revmodel,_V,_I,el,on_g,ri_lori_revmodel,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,168_V_Incon_gu_abab_modri_factab_revgri_lori_task
13,1,single-choice,CBA|ABC,CBA,Left;A;B/Left;B;C,32_N_Con_ug_abab_modri_factauf_revle_model,N_,Co,el,ug_a,tauf_revle_model,1,1,,,right,E,0,0,0,3,4,4,FALSCH,spatial-relational,32_N_Con_ug_abab_modri_factauf_revle_task
13,2,verify,Right;C;A,False,ABC,32_N_Con_ug_abab_modri_factauf_revle_fact,N_,Co,ct,ug_a,ctauf_revle_fact,1,1,,,left,E,0,0,0,3,4,4,FALSCH,spatial-relational,32_N_Con_ug_abab_modri_factauf_revle_task
13,1,single-choice,CBA|ABC,ABC,Left;A;B/Right;C;B,143_V_Con_ug_abauf_modri_factab_revle_model,_V,_C,el,_ug_,ctab_revle_model,3,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,143_V_Con_ug_abauf_modri_factab_revle_task
13,2,verify,Left;A;C,True,ABC,143_V_Con_ug_abauf_modri_factab_revle_fact,_V,_C,ct,_ug_,actab_revle_fact,3,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,143_V_Con_ug_abauf_modri_factab_revle_task
13,1,single-choice,CBA|ABC,CBA,Left;A;B/Left;B;C,192_V_Incon_ug_abab_modri_factauf_revgri_lori_model,_V,_I,el,on_u,evgri_lori_model,3,2,,,right,E,0,1,0,2,0,0,0,spatial-relational,192_V_Incon_ug_abab_modri_factauf_revgri_lori_task
13,2,verify,Right;A;C,True,ABC,192_V_Incon_ug_abab_modri_factauf_revgri_lori_fact,_V,_I,ct,on_u,revgri_lori_fact,3,2,,,right,E,0,1,0,2,0,0,0,spatial-relational,192_V_Incon_ug_abab_modri_factauf_revgri_lori_task
13,1,single-choice,ABC|CBA,ABC,Left;A;B/Left;B;C,60_N_Incon_ug_abab_modle_factab_revgle_lori_model,N_,In,el,n_ug,evgle_lori_model,1,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,60_N_Incon_ug_abab_modle_factab_revgle_lori_task
13,2,verify,Left;C;A,False,ABC,60_N_Incon_ug_abab_modle_factab_revgle_lori_fact,N_,In,ct,n_ug,revgle_lori_fact,1,2,,,right,C,1,0,1,1,1,2,3,spatial-relational,60_N_Incon_ug_abab_modle_factab_revgle_lori_task
13,3,single-choice,BCA|CAB,BCA,ABC/Left;C;A,60_N_Incon_ug_abab_modle_factab_revgle_lori_revmodel,N_,In,el,n_ug,le_lori_revmodel,1,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,60_N_Incon_ug_abab_modle_factab_revgle_lori_task
13,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_model,N_,In,el,n_gu,evgri_lori_model,1,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_task
13,2,verify,Left;C;B,False,BAC,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_fact,N_,In,ct,n_gu,revgri_lori_fact,1,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_task
13,3,single-choice,ACB|CBA,CBA,BAC/Left;C;B,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_revmodel,N_,In,el,n_gu,ri_lori_revmodel,1,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_task
13,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_model,_V,_I,el,on_g,evgri_lori_model,3,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_task
13,2,verify,Left;C;B,False,BAC,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_fact,_V,_I,ct,on_g,revgri_lori_fact,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_task
13,3,single-choice,ACB|CBA,CBA,BAC/Left;C;B,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_revmodel,_V,_I,el,on_g,ri_lori_revmodel,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_task
13,1,single-choice,BAC|CAB,BAC,Right;A;B/Left;A;C,178_V_Incon_gu_aufab_modle_factab_revgri_lori_model,_V,_I,el,on_g,evgri_lori_model,3,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,178_V_Incon_gu_aufab_modle_factab_revgri_lori_task
13,2,verify,Left;C;B,False,BAC,178_V_Incon_gu_aufab_modle_factab_revgri_lori_fact,_V,_I,ct,on_g,revgri_lori_fact,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,178_V_Incon_gu_aufab_modle_factab_revgri_lori_task
13,3,single-choice,ACB|CBA,CBA,BAC/Left;C;B,178_V_Incon_gu_aufab_modle_factab_revgri_lori_revmodel,_V,_I,el,on_g,ri_lori_revmodel,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,178_V_Incon_gu_aufab_modle_factab_revgri_lori_task
13,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,187_V_Incon_ug_abauf_modle_factab_revgle_lori_model,_V,_I,el,on_u,evgle_lori_model,3,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,187_V_Incon_ug_abauf_modle_factab_revgle_lori_task
13,2,verify,Left;C;A,False,ABC,187_V_Incon_ug_abauf_modle_factab_revgle_lori_fact,_V,_I,ct,on_u,revgle_lori_fact,3,2,,,right,C,1,0,1,1,1,2,3,spatial-relational,187_V_Incon_ug_abauf_modle_factab_revgle_lori_task
13,3,single-choice,BCA|CAB,BCA,ABC/Left;C;A,187_V_Incon_ug_abauf_modle_factab_revgle_lori_revmodel,_V,_I,el,on_u,le_lori_revmodel,3,2,,,left,C,1,0,1,1,1,2,3,spatial-relational,187_V_Incon_ug_abauf_modle_factab_revgle_lori_task
14,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,113_R_Incon_gu_aufauf_modle_factab_revgri_lori_model,_R,_I,el,on_g,evgri_lori_model,2,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,113_R_Incon_gu_aufauf_modle_factab_revgri_lori_task
14,2,verify,Left;C;B,False,BAC,113_R_Incon_gu_aufauf_modle_factab_revgri_lori_fact,_R,_I,ct,on_g,revgri_lori_fact,2,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,113_R_Incon_gu_aufauf_modle_factab_revgri_lori_task
14,3,single-choice,ACB|CBA,CBA,BAC/Left;C;B,113_R_Incon_gu_aufauf_modle_factab_revgri_lori_revmodel,_R,_I,el,on_g,ri_lori_revmodel,2,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,113_R_Incon_gu_aufauf_modle_factab_revgri_lori_task
14,1,single-choice,BAC|CAB,CAB,Right;A;B/Left;A;C,66_R_Con_gu_aufab_modle_factauf_revle_model,R_,Co,el,gu_a,tauf_revle_model,2,1,,,left,E,0,0,0,3,3,3,FALSCH,spatial-relational,66_R_Con_gu_aufab_modle_factauf_revle_task
14,2,verify,Right;C;B,False,BAC,66_R_Con_gu_aufab_modle_factauf_revle_fact,R_,Co,ct,gu_a,ctauf_revle_fact,2,1,,,left,E,0,0,0,3,3,3,FALSCH,spatial-relational,66_R_Con_gu_aufab_modle_factauf_revle_task
14,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_model,N_,In,el,n_ug,evgri_lori_model,1,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_task
14,2,verify,Right;B;C,False,BAC,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_fact,N_,In,ct,n_ug,revgri_lori_fact,1,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_task
14,3,single-choice,CBA|ACB,ACB,BAC/Right;B;C,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_revmodel,N_,In,el,n_ug,ri_lori_revmodel,1,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_task
14,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,89_R_Con_ug_aufauf_modle_factab_revle_model,R_,Co,el,ug_a,ctab_revle_model,2,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,89_R_Con_ug_aufauf_modle_factab_revle_task
14,2,verify,Left;B;C,True,BAC,89_R_Con_ug_aufauf_modle_factab_revle_fact,R_,Co,ct,ug_a,actab_revle_fact,2,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,89_R_Con_ug_aufauf_modle_factab_revle_task
14,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,77_R_Con_ug_aufauf_modri_factab_revri_model,R_,Co,el,ug_a,ctab_revri_model,2,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,77_R_Con_ug_aufauf_modri_factab_revri_task
14,2,verify,Left;B;C,True,BAC,77_R_Con_ug_aufauf_modri_factab_revri_fact,R_,Co,ct,ug_a,actab_revri_fact,2,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,77_R_Con_ug_aufauf_modri_factab_revri_task
14,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,43_N_Incon_ug_abauf_modle_factauf_revgle_lole_model,N_,In,el,n_ug,evgle_lole_model,1,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,43_N_Incon_ug_abauf_modle_factauf_revgle_lole_task
14,2,verify,Right;A;C,False,ABC,43_N_Incon_ug_abauf_modle_factauf_revgle_lole_fact,N_,In,ct,n_ug,revgle_lole_fact,1,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,43_N_Incon_ug_abauf_modle_factauf_revgle_lole_task
14,3,single-choice,BCA|CAB,BCA,ABC/Right;A;C,43_N_Incon_ug_abauf_modle_factauf_revgle_lole_revmodel,N_,In,el,n_ug,le_lole_revmodel,1,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,43_N_Incon_ug_abauf_modle_factauf_revgle_lole_task
14,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,80_R_Con_ug_abab_modri_factab_revle_model,R_,Co,el,ug_a,ctab_revle_model,2,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,80_R_Con_ug_abab_modri_factab_revle_task
14,2,verify,Left;A;C,True,ABC,80_R_Con_ug_abab_modri_factab_revle_fact,R_,Co,ct,ug_a,actab_revle_fact,2,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,80_R_Con_ug_abab_modri_factab_revle_task
14,1,single-choice,CAB|BAC,BAC,Right;A;B/Left;A;C,126_R_Incon_ug_aufab_modri_factauf_revgle_lole_model,_R,_I,el,on_u,evgle_lole_model,2,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,126_R_Incon_ug_aufab_modri_factauf_revgle_lole_task
14,2,verify,Right;B;C,False,BAC,126_R_Incon_ug_aufab_modri_factauf_revgle_lole_fact,_R,_I,ct,on_u,revgle_lole_fact,2,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,126_R_Incon_ug_aufab_modri_factauf_revgle_lole_task
14,3,single-choice,ACB|CBA,ACB,BAC/Right;B;C,126_R_Incon_ug_aufab_modri_factauf_revgle_lole_revmodel,_R,_I,el,on_u,le_lole_revmodel,2,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,126_R_Incon_ug_aufab_modri_factauf_revgle_lole_task
14,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,72_R_Con_gu_abab_modri_factab_revle_model,R_,Co,el,gu_a,ctab_revle_model,2,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,72_R_Con_gu_abab_modri_factab_revle_task
14,2,verify,Left;A;C,True,ABC,72_R_Con_gu_abab_modri_factab_revle_fact,R_,Co,ct,gu_a,actab_revle_fact,2,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,72_R_Con_gu_abab_modri_factab_revle_task
14,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,32_N_Con_ug_abab_modri_factauf_revle_model,N_,Co,el,ug_a,tauf_revle_model,1,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,32_N_Con_ug_abab_modri_factauf_revle_task
14,2,verify,Right;C;A,True,ABC,32_N_Con_ug_abab_modri_factauf_revle_fact,N_,Co,ct,ug_a,ctauf_revle_fact,1,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,32_N_Con_ug_abab_modri_factauf_revle_task
14,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,51_N_Incon_gu_abauf_modle_factab_revgle_lole_model,N_,In,el,n_gu,evgle_lole_model,1,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,51_N_Incon_gu_abauf_modle_factab_revgle_lole_task
14,2,verify,Left;C;A,False,ABC,51_N_Incon_gu_abauf_modle_factab_revgle_lole_fact,N_,In,ct,n_gu,revgle_lole_fact,1,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,51_N_Incon_gu_abauf_modle_factab_revgle_lole_task
14,3,single-choice,CAB|BCA,CAB,ABC/Left;C;A,51_N_Incon_gu_abauf_modle_factab_revgle_lole_revmodel,N_,In,el,n_gu,le_lole_revmodel,1,2,,,left,C,1,0,1,1,1,1,1,spatial-relational,51_N_Incon_gu_abauf_modle_factab_revgle_lole_task
14,1,single-choice,CAB|BAC,BAC,Right;A;B/Left;A;C,22_N_Con_gu_aufab_modri_factauf_revri_model,N_,Co,el,gu_a,tauf_revri_model,1,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,22_N_Con_gu_aufab_modri_factauf_revri_task
14,2,verify,Right;C;B,True,BAC,22_N_Con_gu_aufab_modri_factauf_revri_fact,N_,Co,ct,gu_a,ctauf_revri_fact,1,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,22_N_Con_gu_aufab_modri_factauf_revri_task
14,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,120_R_Incon_gu_abab_modri_factauf_revgri_lole_model,_R,_I,el,on_g,evgri_lole_model,2,2,,,right,C,1,0,1,1,2,1,2,spatial-relational,120_R_Incon_gu_abab_modri_factauf_revgri_lole_task
14,2,verify,Right;A;C,False,ABC,120_R_Incon_gu_abab_modri_factauf_revgri_lole_fact,_R,_I,ct,on_g,revgri_lole_fact,2,2,,,right,C,1,0,1,1,2,1,2,spatial-relational,120_R_Incon_gu_abab_modri_factauf_revgri_lole_task
14,3,single-choice,BCA|CAB,BCA,ABC/Right;A;C,120_R_Incon_gu_abab_modri_factauf_revgri_lole_revmodel,_R,_I,el,on_g,ri_lole_revmodel,2,2,,,right,E,1,0,1,1,2,1,2,spatial-relational,120_R_Incon_gu_abab_modri_factauf_revgri_lole_task
14,1,single-choice,CBA|ABC,ABC,Left;A;B/Right;C;B,167_V_Incon_gu_abauf_modri_factab_revgri_lori_model,_V,_I,el,on_g,evgri_lori_model,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,167_V_Incon_gu_abauf_modri_factab_revgri_lori_task
14,2,verify,Left;C;A,False,ABC,167_V_Incon_gu_abauf_modri_factab_revgri_lori_fact,_V,_I,ct,on_g,revgri_lori_fact,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,167_V_Incon_gu_abauf_modri_factab_revgri_lori_task
14,3,single-choice,BCA|CAB,CAB,ABC/Left;C;A,167_V_Incon_gu_abauf_modri_factab_revgri_lori_revmodel,_V,_I,el,on_g,ri_lori_revmodel,3,2,,,right,C,1,0,1,1,1,1,1,spatial-relational,167_V_Incon_gu_abauf_modri_factab_revgri_lori_task
14,1,single-choice,ABC|CBA,CBA,Left;A;B/Left;B;C,52_N_Incon_gu_abab_modle_factab_revgle_lole_model,N_,In,el,n_gu,evgle_lole_model,1,2,,,left,E,0,1,0,2,0,0,0,spatial-relational,52_N_Incon_gu_abab_modle_factab_revgle_lole_task
14,2,verify,Left;C;A,True,ABC,52_N_Incon_gu_abab_modle_factab_revgle_lole_fact,N_,In,ct,n_gu,revgle_lole_fact,1,2,,,right,E,0,1,0,2,0,0,0,spatial-relational,52_N_Incon_gu_abab_modle_factab_revgle_lole_task
14,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_model,N_,In,el,n_gu,evgri_lori_model,1,2,,,left,C,1,1,0,2,0,0,0,spatial-relational,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_task
14,2,verify,Left;C;B,True,BAC,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_fact,N_,In,ct,n_gu,revgri_lori_fact,1,2,,,right,E,1,1,0,2,0,0,0,spatial-relational,49_N_Incon_gu_aufauf_modle_factab_revgri_lori_task
14,1,single-choice,ABC|CBA,CBA,Left;A;B/Left;B;C,124_R_Incon_ug_abab_modle_factab_revgle_lori_model,_R,_I,el,on_u,evgle_lori_model,2,2,,,left,E,0,0,1,1,2,1,2,spatial-relational,124_R_Incon_ug_abab_modle_factab_revgle_lori_task
14,2,verify,Left;C;A,False,ABC,124_R_Incon_ug_abab_modle_factab_revgle_lori_fact,_R,_I,ct,on_u,revgle_lori_fact,2,2,,,right,C,0,0,1,1,2,1,2,spatial-relational,124_R_Incon_ug_abab_modle_factab_revgle_lori_task
14,3,single-choice,BCA|CAB,CAB,ABC/Left;C;A,124_R_Incon_ug_abab_modle_factab_revgle_lori_revmodel,_R,_I,el,on_u,le_lori_revmodel,2,2,,,left,E,0,0,1,1,2,1,2,spatial-relational,124_R_Incon_ug_abab_modle_factab_revgle_lori_task
14,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,21_N_Con_gu_aufauf_modri_factauf_revri_model,N_,Co,el,gu_a,tauf_revri_model,1,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,21_N_Con_gu_aufauf_modri_factauf_revri_task
14,2,verify,Right;C;B,True,BAC,21_N_Con_gu_aufauf_modri_factauf_revri_fact,N_,Co,ct,gu_a,ctauf_revri_fact,1,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,21_N_Con_gu_aufauf_modri_factauf_revri_task
14,1,single-choice,CAB|BAC,BAC,Right;A;B/Left;A;C,150_V_Con_gu_aufab_modri_factauf_revri_model,_V,_C,el,_gu_,tauf_revri_model,3,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,150_V_Con_gu_aufab_modri_factauf_revri_task
14,2,verify,Right;C;B,True,BAC,150_V_Con_gu_aufab_modri_factauf_revri_fact,_V,_C,ct,_gu_,ctauf_revri_fact,3,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,150_V_Con_gu_aufab_modri_factauf_revri_task
14,1,single-choice,CBA|ABC,ABC,Left;A;B/Right;C;B,23_N_Con_gu_abauf_modri_factauf_revle_model,N_,Co,el,gu_a,tauf_revle_model,1,1,,,right,C,1,1,1,0,0,0,0,spatial-relational,23_N_Con_gu_abauf_modri_factauf_revle_task
14,2,verify,Right;C;A,True,ABC,23_N_Con_gu_abauf_modri_factauf_revle_fact,N_,Co,ct,gu_a,ctauf_revle_fact,1,1,,,left,C,1,1,1,0,0,0,0,spatial-relational,23_N_Con_gu_abauf_modri_factauf_revle_task
